DateTimestamp,Ticker,Asset,NetTradeAmount,Action
2023-02-05 18:54:58,VIIIX,Stocks,30000,Buy
2023-01-23 04:21:32,VTPSX,Bonds,513,Buy
2023-01-23 12:55:41,VTPSX,Bonds,6458,Buy
2023-02-18 03:46:45,VTINX,Stocks,21393,Sell
2023-01-27 19:38:18,VBMPX,Bonds,500,Sell
2023-01-20 09:45:32,VTINX,Bonds,1983,Buy
2023-01-07 13:54:48,VBMPX,Bonds,7176,Sell
2023-02-02 07:37:05,VTPSX,Bonds,7610,Buy
2023-01-19 21:43:10,VIIIX,Stocks,12760,Buy
2023-01-12 19:37:34,VTINX,Stocks,500,Buy
2023-01-17 11:51:45,VTPSX,Bonds,500,Buy
2023-02-05 19:36:54,VBMPX,Stocks,500,Sell
2023-01-30 13:21:42,VTPSX,Bonds,500,Buy
2023-01-11 05:01:29,VBMPX,Bonds,1714,Sell
2023-01-11 04:20:21,VTPSX,Bonds,3898,Buy
2023-01-03 09:30:00,VTPSX,Bonds,500,Sell
2023-02-20 12:10:00,VTINX,Bonds,12019,Buy
2023-01-13 01:53:18,VIIIX,Bonds,10973,Buy
2023-01-31 03:27:06,VTPSX,Stocks,12182,Sell
2023-01-21 18:10:50,VTPSX,Bonds,8253,Buy
2023-02-05 20:48:03,VTPSX,Bonds,7808,Sell
2023-01-31 12:24:46,VTINX,Stocks,12439,Sell
2023-01-15 08:55:13,VBMPX,Stocks,500,Sell
2023-02-19 11:48:56,VTINX,Bonds,18239,Buy
2023-01-30 03:20:00,VTINX,Stocks,12232,Buy
2023-02-20 12:10:00,VBMPX,Bonds,500,Sell
2023-01-12 16:10:17,VTPSX,Bonds,4713,Buy
2023-01-09 09:49:03,VTPSX,Bonds,500,Buy
2023-01-21 01:49:28,VBMPX,Bonds,500,Sell
2023-01-27 19:14:57,VTPSX,Bonds,500,Buy
2023-01-30 15:53:35,VTPSX,Stocks,7212,Sell
2023-01-28 20:29:23,VIIIX,Stocks,22983,Buy
2023-02-08 14:36:47,VBMPX,Bonds,500,Sell
2023-02-20 12:10:00,VTPSX,Stocks,8999,Sell
2023-01-13 18:05:44,VIIIX,Stocks,21404,Buy
2023-01-11 13:52:54,VTINX,Stocks,23903,Sell
2023-01-14 22:24:09,VTINX,Bonds,9709,Buy
2023-01-13 16:29:06,VTINX,Stocks,6473,Buy
2023-02-18 20:16:28,VTPSX,Bonds,6133,Buy
2023-01-20 04:33:17,VIIIX,Bonds,2933,Buy
2023-02-04 06:09:28,VIIIX,Stocks,22541,Buy
2023-01-19 10:28:02,VTINX,Stocks,15085,Buy
2023-01-07 01:21:30,VTINX,Bonds,13443,Buy
2023-01-22 22:02:57,VTINX,Stocks,5758,Buy
2023-02-06 06:15:06,VTINX,Stocks,14080,Buy
2023-01-12 09:15:13,VTINX,Stocks,11383,Sell
2023-01-18 20:52:51,VTINX,Bonds,4175,Buy
2023-02-03 06:39:45,VTINX,Bonds,5254,Sell
2023-01-30 20:00:06,VTINX,Stocks,10556,Sell
2023-01-29 15:04:32,VBMPX,Bonds,1625,Buy
2023-01-29 00:41:30,VTINX,Stocks,11175,Buy
2023-01-24 04:19:55,VTINX,Bonds,12029,Sell
2023-01-11 22:29:24,VTINX,Stocks,12859,Buy
2023-01-28 12:53:03,VTPSX,Bonds,4043,Buy
2023-01-31 13:46:43,VTINX,Stocks,17962,Buy
2023-01-13 09:54:38,VBMPX,Bonds,4431,Buy
2023-02-05 17:57:42,VTPSX,Bonds,14145,Sell
2023-01-25 12:22:07,VIIIX,Stocks,15869,Buy
2023-01-03 09:30:00,VTPSX,Bonds,910,Buy
2023-01-17 22:12:33,VTINX,Stocks,13616,Buy
2023-01-03 09:30:00,VTINX,Bonds,500,Buy
2023-01-31 17:38:14,VTPSX,Bonds,500,Buy
2023-01-06 01:59:56,VTINX,Bonds,21864,Buy
2023-02-06 19:58:41,VIIIX,Stocks,12361,Buy
2023-02-18 07:18:42,VTINX,Bonds,5425,Buy
2023-01-09 12:23:39,VTPSX,Stocks,736,Sell
2023-02-07 08:39:19,VIIIX,Bonds,18440,Buy
2023-02-01 12:51:05,VTPSX,Bonds,18021,Sell
2023-01-20 01:19:32,VBMPX,Bonds,515,Sell
2023-01-29 11:07:18,VTINX,Stocks,9605,Buy
2023-02-20 12:10:00,VIIIX,Stocks,21072,Buy
2023-02-09 05:00:30,VIIIX,Bonds,24676,Buy
2023-02-16 00:55:33,VTPSX,Stocks,6097,Buy
2023-02-05 12:28:34,VTPSX,Stocks,12574,Sell
2023-01-20 01:02:32,VTINX,Bonds,13971,Buy
2023-01-29 17:46:17,VTINX,Stocks,12445,Sell
2023-01-18 14:03:15,VTINX,Bonds,5133,Buy
2023-01-23 19:56:07,VTINX,Bonds,5876,Buy
2023-01-31 20:09:07,VIIIX,Bonds,21240,Buy
2023-01-21 21:42:27,VTINX,Stocks,13733,Sell
2023-01-21 11:31:16,VTINX,Stocks,13155,Buy
2023-02-01 14:53:01,VIIIX,Stocks,14911,Sell
2023-01-22 22:05:59,VTPSX,Bonds,5372,Sell
2023-02-06 13:57:43,VTPSX,Bonds,5936,Sell
2023-01-24 05:14:11,VTINX,Stocks,16879,Sell
2023-01-20 04:55:21,VTPSX,Bonds,670,Buy
2023-02-17 06:50:47,VTPSX,Stocks,13886,Sell
2023-02-20 12:10:00,VTPSX,Bonds,500,Buy
2023-01-18 02:13:04,VTINX,Stocks,17535,Sell
2023-02-20 12:10:00,VTINX,Stocks,17774,Buy
2023-02-10 09:53:24,VTINX,Bonds,2762,Buy
2023-01-05 14:41:15,VTINX,Stocks,16499,Buy
2023-02-07 12:12:36,VTPSX,Bonds,6089,Sell
2023-02-20 12:10:00,VBMPX,Bonds,500,Sell
2023-01-03 09:30:00,VTPSX,Stocks,6718,Sell
2023-01-19 10:10:17,VTINX,Stocks,19745,Sell
2023-01-25 03:28:23,VIIIX,Stocks,16430,Buy
2023-02-17 06:30:09,VTPSX,Bonds,1955,Buy
2023-02-01 10:21:57,VTINX,Stocks,13322,Sell
2023-02-15 02:39:23,VTINX,Bonds,12400,Buy
2023-01-25 23:56:19,VTPSX,Stocks,12990,Sell
2023-02-20 12:10:00,VBMPX,Bonds,500,Sell
2023-01-15 14:26:49,VBMPX,Bonds,5206,Sell
2023-01-15 20:36:18,VTINX,Bonds,10559,Buy
2023-01-03 09:30:00,VIIIX,Bonds,14150,Buy
2023-02-12 06:52:54,VBMPX,Stocks,20216,Buy
2023-01-25 23:45:11,VIIIX,Stocks,11038,Buy
2023-01-12 07:44:56,VBMPX,Stocks,500,Sell
2023-01-14 12:31:24,VTPSX,Bonds,500,Sell
2023-01-15 21:07:24,VTPSX,Stocks,5972,Sell
2023-01-29 15:35:09,VBMPX,Bonds,500,Sell
2023-01-20 12:19:29,VTPSX,Bonds,7436,Buy
2023-01-25 05:25:00,VTPSX,Bonds,500,Buy
2023-01-21 15:33:59,VIIIX,Stocks,13629,Buy
2023-01-12 15:46:54,VBMPX,Bonds,500,Sell
2023-02-13 09:47:03,VTPSX,Stocks,3511,Sell
2023-02-06 18:27:08,VIIIX,Stocks,19591,Buy
2023-01-20 21:45:13,VBMPX,Bonds,500,Sell
2023-01-20 18:49:32,VBMPX,Bonds,500,Sell
2023-01-22 07:57:23,VIIIX,Stocks,10665,Buy
2023-01-29 17:55:35,VTINX,Stocks,12445,Buy
2023-01-05 01:23:18,VTPSX,Stocks,11160,Sell
2023-01-26 04:19:55,VTINX,Stocks,13240,Buy
2023-02-01 00:19:55,VBMPX,Bonds,500,Sell
2023-02-20 12:10:00,VTPSX,Bonds,7485,Buy
2023-02-02 03:47:25,VBMPX,Bonds,500,Sell
2023-02-04 16:28:10,VTPSX,Stocks,7136,Buy
2023-01-25 23:36:47,VIIIX,Bonds,9117,Buy
2023-01-28 15:14:10,VTINX,Stocks,13858,Buy
2023-02-20 12:10:00,VBMPX,Bonds,500,Sell
2023-01-07 15:54:03,VIIIX,Stocks,10657,Buy
2023-01-03 09:30:00,VTPSX,Stocks,3189,Sell
2023-01-11 21:29:32,VTINX,Stocks,13892,Buy
2023-01-21 01:32:07,VTPSX,Bonds,8347,Buy
2023-01-21 19:25:31,VIIIX,Stocks,18439,Buy
2023-02-04 13:55:28,VTINX,Bonds,12172,Buy
2023-02-03 21:36:31,VIIIX,Stocks,18462,Buy
2023-02-20 02:01:11,VBMPX,Bonds,500,Sell
2023-02-01 11:25:45,VTPSX,Stocks,7384,Sell
2023-02-05 12:53:59,VTPSX,Bonds,500,Buy
2023-02-12 03:14:42,VTPSX,Bonds,5402,Sell
2023-01-03 09:30:00,VIIIX,Stocks,30000,Sell
2023-02-03 14:24:51,VIIIX,Stocks,8036,Buy
2023-02-20 12:10:00,VTPSX,Stocks,7720,Buy
2023-02-17 20:32:51,VTPSX,Stocks,8707,Sell
2023-01-18 00:34:10,VBMPX,Bonds,500,Sell
2023-01-23 00:43:38,VTINX,Bonds,22233,Sell
2023-01-08 03:27:59,VBMPX,Stocks,500,Sell
2023-02-01 19:05:25,VTINX,Stocks,12763,Sell
2023-01-27 18:14:00,VBMPX,Bonds,500,Sell
2023-02-01 02:00:56,VTPSX,Stocks,8271,Sell
2023-01-21 04:01:37,VTINX,Stocks,4061,Buy
2023-01-29 02:44:40,VTPSX,Stocks,10141,Sell
2023-01-14 15:38:35,VTINX,Bonds,3686,Sell
2023-02-10 22:04:35,VTINX,Stocks,11130,Buy
2023-02-12 14:21:36,VBMPX,Stocks,2102,Sell
2023-01-22 00:58:58,VIIIX,Stocks,16705,Buy
2023-02-02 22:43:37,VIIIX,Stocks,19566,Buy
2023-02-15 17:03:57,VTPSX,Bonds,2134,Sell
2023-01-27 12:37:00,VBMPX,Bonds,500,Sell
2023-02-06 07:17:40,VBMPX,Bonds,500,Sell
2023-02-10 12:44:32,VTINX,Stocks,18457,Sell
2023-02-20 12:10:00,VTPSX,Bonds,7639,Sell
2023-01-22 14:27:39,VTPSX,Stocks,14449,Sell
2023-01-21 00:23:37,VBMPX,Bonds,500,Sell
2023-01-26 03:12:49,VIIIX,Bonds,19653,Buy
2023-01-17 08:47:16,VTPSX,Bonds,500,Buy
2023-02-08 21:35:19,VTINX,Stocks,17448,Sell
2023-02-08 14:11:03,VBMPX,Bonds,500,Sell
2023-01-15 19:13:16,VTPSX,Stocks,2121,Sell
2023-02-18 12:51:35,VTINX,Bonds,3704,Buy
2023-01-29 05:30:00,VTINX,Bonds,13829,Buy
2023-02-03 07:45:53,VTPSX,Bonds,1361,Buy
2023-01-11 17:11:20,VBMPX,Bonds,500,Sell
2023-02-11 11:29:16,VIIIX,Stocks,23277,Buy
2023-02-06 06:17:06,VBMPX,Bonds,6445,Sell
2023-01-03 09:30:00,VIIIX,Stocks,11690,Buy
2023-02-13 08:28:53,VIIIX,Bonds,25300,Buy
2023-02-09 01:59:00,VBMPX,Bonds,500,Sell
2023-02-07 02:10:58,VTPSX,Bonds,13546,Sell
2023-02-01 17:23:45,VTPSX,Bonds,680,Buy
2023-02-06 09:18:19,VTPSX,Bonds,18063,Buy
2023-01-17 09:48:15,VIIIX,Bonds,21249,Buy
2023-01-30 06:46:07,VBMPX,Bonds,3891,Sell
2023-02-06 12:43:37,VTINX,Bonds,7918,Buy
2023-02-14 12:17:02,VTPSX,Stocks,9489,Sell
2023-02-20 12:10:00,VTINX,Bonds,500,Buy
2023-01-20 16:16:19,VTINX,Stocks,6999,Buy
2023-02-19 22:32:41,VBMPX,Stocks,2448,Sell
2023-01-21 17:18:53,VTINX,Stocks,12364,Sell
2023-01-14 17:22:52,VTPSX,Stocks,4208,Sell
2023-01-04 10:13:57,VTINX,Stocks,500,Sell
2023-02-20 12:10:00,VIIIX,Stocks,14665,Buy
2023-01-28 08:25:02,VIIIX,Stocks,23213,Buy
2023-01-25 02:44:00,VTINX,Stocks,14413,Sell
2023-02-04 17:30:47,VTINX,Stocks,6987,Buy
2023-01-16 09:57:33,VTINX,Stocks,12447,Sell
2023-01-17 17:57:16,VTPSX,Bonds,2999,Sell
2023-01-11 11:53:53,VTINX,Bonds,8897,Buy
2023-01-15 16:23:38,VBMPX,Bonds,500,Sell
2023-02-06 07:38:29,VTINX,Stocks,20043,Buy
2023-02-06 02:04:19,VIIIX,Stocks,27915,Buy
2023-02-07 07:22:00,VTPSX,Bonds,9896,Sell
2023-01-23 07:48:35,VTINX,Stocks,1066,Sell
2023-01-18 03:46:44,VTINX,Stocks,4668,Sell
2023-01-16 09:54:38,VBMPX,Bonds,9455,Sell
2023-02-01 06:52:27,VBMPX,Stocks,500,Sell
2023-01-28 06:48:02,VBMPX,Bonds,2332,Sell
2023-01-30 14:28:17,VTPSX,Stocks,11083,Buy
2023-02-09 16:41:14,VBMPX,Stocks,10265,Sell
2023-02-01 08:03:22,VTINX,Stocks,11593,Buy
2023-02-11 07:31:32,VBMPX,Bonds,500,Sell
2023-02-20 12:10:00,VTPSX,Bonds,18707,Buy
2023-01-12 09:23:28,VTPSX,Bonds,500,Sell
2023-01-25 17:41:20,VTPSX,Bonds,6828,Sell
2023-01-27 05:17:44,VTPSX,Stocks,2228,Sell
2023-01-25 02:25:19,VTPSX,Bonds,4081,Buy
2023-01-23 12:47:06,VTPSX,Stocks,7775,Sell
2023-01-09 23:18:47,VTINX,Stocks,15293,Buy
2023-01-15 12:01:58,VBMPX,Bonds,500,Sell
2023-01-04 06:06:31,VTINX,Stocks,8904,Sell
2023-01-10 12:57:25,VBMPX,Bonds,500,Sell
2023-01-15 07:23:28,VTINX,Bonds,4129,Buy
2023-01-21 01:56:00,VBMPX,Bonds,500,Sell
2023-02-01 03:59:06,VIIIX,Bonds,14917,Buy
2023-01-03 09:30:00,VTPSX,Bonds,9809,Sell
2023-01-28 20:14:54,VIIIX,Bonds,12356,Buy
2023-01-21 03:06:21,VIIIX,Stocks,19167,Buy
2023-01-31 18:06:07,VBMPX,Bonds,500,Sell
2023-02-02 16:35:25,VTPSX,Bonds,12561,Sell
2023-01-10 18:15:20,VTINX,Stocks,500,Buy
2023-01-13 08:14:31,VBMPX,Bonds,500,Sell
2023-02-08 13:46:32,VIIIX,Stocks,17039,Buy
2023-01-20 21:22:10,VTINX,Stocks,18172,Buy
2023-01-21 23:01:36,VTINX,Stocks,8662,Buy
2023-01-12 10:48:10,VTPSX,Bonds,2007,Buy
2023-02-09 15:20:18,VTINX,Stocks,11156,Sell
2023-02-08 00:06:22,VTINX,Bonds,1865,Buy
2023-01-14 03:02:12,VTPSX,Stocks,4866,Buy
2023-02-10 00:04:30,VTPSX,Stocks,500,Sell
2023-01-18 03:11:47,VIIIX,Stocks,11579,Buy
2023-01-26 14:06:56,VBMPX,Bonds,3125,Sell
2023-02-17 00:52:21,VBMPX,Bonds,3297,Sell
2023-01-20 23:52:44,VTINX,Bonds,21156,Buy
2023-02-18 09:31:19,VTPSX,Bonds,11683,Buy
2023-02-11 23:11:34,VBMPX,Bonds,500,Sell
2023-01-15 18:54:00,VTINX,Bonds,12400,Buy
2023-01-03 09:30:00,VTINX,Bonds,3271,Buy
2023-02-20 12:10:00,VTINX,Bonds,9876,Buy
2023-01-29 03:57:53,VBMPX,Stocks,500,Sell
2023-01-03 09:30:00,VTINX,Stocks,15707,Buy
2023-01-10 12:51:04,VTINX,Stocks,837,Sell
2023-02-20 12:10:00,VBMPX,Bonds,10762,Sell
2023-01-23 01:24:39,VTINX,Stocks,5906,Buy
2023-02-20 12:10:00,VTINX,Stocks,19825,Buy
2023-02-13 00:27:28,VIIIX,Bonds,12144,Buy
2023-02-03 09:40:11,VTPSX,Stocks,10590,Sell
2023-01-25 05:34:34,VTINX,Stocks,8150,Sell
2023-01-27 04:50:20,VBMPX,Bonds,500,Sell
2023-02-15 10:31:07,VTPSX,Bonds,6757,Sell
2023-02-02 04:58:25,VTINX,Bonds,1941,Buy
2023-02-08 04:47:34,VTINX,Bonds,3278,Buy
2023-02-14 18:29:50,VIIIX,Stocks,23209,Buy
2023-02-07 02:35:10,VBMPX,Stocks,500,Sell
2023-02-20 12:10:00,VTPSX,Stocks,5873,Sell
2023-02-17 02:26:39,VTPSX,Stocks,9893,Sell
2023-01-22 17:44:00,VTPSX,Bonds,500,Sell
2023-02-09 08:39:53,VBMPX,Bonds,500,Sell
2023-01-21 13:32:39,VBMPX,Stocks,500,Sell
2023-02-08 01:30:17,VTINX,Stocks,20102,Sell
2023-01-23 18:22:28,VTPSX,Stocks,4655,Sell
2023-02-04 10:06:45,VIIIX,Stocks,16273,Buy
2023-02-09 03:27:15,VIIIX,Stocks,17354,Buy
2023-01-03 09:30:00,VTINX,Bonds,13651,Buy
2023-02-07 13:54:11,VTINX,Stocks,8769,Buy
2023-01-09 16:46:04,VIIIX,Bonds,13622,Buy
2023-02-17 21:46:30,VBMPX,Bonds,2579,Sell
2023-01-13 06:45:04,VTINX,Stocks,16046,Buy
2023-02-09 15:38:36,VTPSX,Stocks,12111,Buy
2023-02-07 13:22:01,VIIIX,Stocks,18073,Buy
2023-01-26 17:09:42,VBMPX,Bonds,500,Sell
2023-02-04 21:46:08,VTPSX,Bonds,1089,Sell
2023-02-09 19:42:59,VBMPX,Bonds,500,Sell
2023-01-14 23:56:54,VIIIX,Stocks,24026,Buy
2023-01-26 02:41:01,VTPSX,Bonds,16971,Buy
2023-01-18 13:47:16,VIIIX,Bonds,20742,Buy
2023-01-03 09:30:00,VTPSX,Bonds,6559,Buy
2023-02-01 05:44:05,VBMPX,Bonds,4133,Sell
2023-01-18 07:55:47,VIIIX,Bonds,14376,Buy
2023-01-13 00:42:08,VIIIX,Bonds,11448,Buy
2023-01-30 03:25:40,VTPSX,Bonds,991,Sell
2023-01-07 04:41:30,VIIIX,Stocks,10125,Buy
2023-01-27 21:45:51,VTINX,Stocks,10562,Buy
2023-01-22 18:40:06,VBMPX,Bonds,2286,Sell
2023-01-13 21:57:11,VIIIX,Stocks,20519,Sell
2023-02-03 21:31:06,VTPSX,Bonds,16737,Buy
2023-02-12 21:30:41,VTINX,Bonds,12136,Buy
2023-01-21 17:10:54,VBMPX,Bonds,5605,Sell
2023-01-14 18:45:49,VIIIX,Bonds,15473,Buy
2023-02-20 12:10:00,VIIIX,Stocks,21245,Buy
2023-02-12 17:20:24,VTPSX,Stocks,7597,Sell
2023-02-06 10:17:08,VTINX,Stocks,17373,Buy
2023-01-03 09:30:00,VTPSX,Stocks,500,Sell
2023-01-03 09:30:00,VIIIX,Stocks,11817,Buy
2023-01-27 18:36:25,VIIIX,Stocks,21421,Buy
2023-02-03 13:43:53,VTINX,Bonds,9120,Buy
2023-01-14 07:01:57,VTPSX,Stocks,1699,Buy
2023-01-28 02:49:20,VTINX,Stocks,2016,Buy
2023-01-06 11:15:08,VIIIX,Stocks,17479,Buy
2023-01-21 13:56:13,VTPSX,Stocks,8726,Buy
2023-01-19 23:50:42,VIIIX,Stocks,13972,Sell
2023-01-26 02:56:45,VIIIX,Bonds,19261,Buy
2023-02-14 20:19:17,VTPSX,Bonds,971,Buy
2023-02-20 12:10:00,VTPSX,Stocks,6780,Sell
2023-02-15 02:31:22,VTINX,Stocks,21811,Buy
2023-02-18 21:51:20,VBMPX,Bonds,500,Sell
2023-01-26 08:38:52,VIIIX,Stocks,24205,Buy
2023-01-15 08:39:12,VIIIX,Stocks,500,Buy
2023-01-16 04:15:53,VIIIX,Stocks,17158,Buy
2023-01-23 18:01:23,VTINX,Stocks,18207,Sell
2023-01-17 13:04:06,VIIIX,Stocks,12179,Buy
2023-01-27 11:44:35,VTPSX,Stocks,12640,Sell
2023-02-06 06:23:03,VTPSX,Bonds,500,Sell
2023-01-26 08:02:23,VTINX,Bonds,2456,Sell
2023-01-15 03:54:55,VTINX,Bonds,11346,Buy
2023-02-09 03:18:18,VTPSX,Stocks,13877,Buy
2023-01-14 16:17:25,VBMPX,Bonds,1318,Sell
2023-01-28 09:06:05,VTINX,Stocks,4681,Buy
2023-01-24 05:34:43,VTINX,Bonds,1826,Buy
2023-01-16 17:00:16,VTPSX,Stocks,2117,Buy
2023-02-06 23:04:34,VTPSX,Bonds,5813,Buy
2023-02-03 06:02:25,VBMPX,Stocks,500,Sell
2023-02-16 07:40:51,VTPSX,Bonds,10313,Sell
2023-02-04 14:20:08,VTINX,Bonds,9451,Buy
2023-01-27 02:12:20,VTINX,Bonds,3829,Buy
2023-02-10 03:05:46,VBMPX,Stocks,4043,Sell
2023-01-20 22:10:57,VIIIX,Bonds,11652,Buy
2023-01-14 13:46:22,VIIIX,Stocks,25376,Sell
2023-01-03 09:30:00,VBMPX,Bonds,500,Sell
2023-01-03 09:30:00,VBMPX,Stocks,500,Sell
2023-01-23 21:23:25,VBMPX,Stocks,3553,Buy
2023-02-03 11:25:23,VBMPX,Bonds,500,Sell
2023-02-20 12:10:00,VTPSX,Bonds,7470,Buy
2023-01-20 21:11:24,VTPSX,Bonds,1880,Buy
2023-02-13 14:35:55,VBMPX,Stocks,2884,Sell
2023-01-05 05:26:03,VTINX,Stocks,500,Sell
2023-01-27 04:45:58,VTINX,Stocks,12437,Buy
2023-01-31 20:21:22,VTINX,Bonds,3846,Sell
2023-01-18 00:41:09,VTINX,Bonds,500,Buy
2023-01-16 17:47:18,VTINX,Stocks,15805,Buy
2023-01-19 08:01:25,VIIIX,Stocks,12841,Buy
2023-01-07 11:08:26,VBMPX,Bonds,500,Sell
2023-01-25 02:34:47,VBMPX,Bonds,500,Sell
2023-01-18 11:57:55,VTPSX,Stocks,15771,Sell
2023-01-18 12:46:53,VBMPX,Bonds,500,Sell
2023-02-05 22:54:04,VTPSX,Stocks,6544,Sell
2023-01-20 14:49:59,VIIIX,Stocks,21504,Buy
2023-01-23 11:55:43,VTINX,Bonds,12348,Buy
2023-02-04 10:11:27,VIIIX,Stocks,18030,Buy
2023-01-03 09:30:00,VTPSX,Bonds,2434,Sell
2023-02-07 23:34:09,VIIIX,Stocks,23522,Buy
2023-01-09 09:10:49,VIIIX,Stocks,21564,Buy
2023-01-28 13:48:47,VTINX,Bonds,11108,Buy
2023-01-18 20:23:52,VBMPX,Bonds,500,Sell
2023-01-25 04:29:15,VTINX,Stocks,1883,Buy
2023-02-01 23:43:12,VBMPX,Stocks,500,Sell
2023-01-22 01:51:30,VTPSX,Stocks,5135,Sell
2023-01-13 15:24:24,VBMPX,Bonds,500,Sell
2023-02-04 08:55:54,VTPSX,Stocks,9689,Sell
2023-01-28 16:24:52,VTPSX,Stocks,11536,Sell
2023-01-17 13:05:39,VIIIX,Stocks,18573,Buy
2023-01-20 07:58:13,VIIIX,Bonds,17767,Buy
2023-01-20 10:40:36,VBMPX,Bonds,2659,Sell
2023-01-16 12:11:54,VBMPX,Stocks,5397,Sell
2023-02-20 12:10:00,VTPSX,Bonds,15411,Sell
2023-01-30 14:49:59,VBMPX,Stocks,500,Sell
2023-02-20 12:10:00,VTPSX,Stocks,3946,Sell
2023-01-21 01:32:25,VTPSX,Bonds,500,Buy
2023-01-14 04:15:43,VTPSX,Bonds,2788,Buy
2023-01-27 20:30:32,VBMPX,Bonds,2393,Sell
2023-02-12 22:50:48,VTINX,Bonds,10423,Sell
2023-01-30 08:11:41,VTINX,Stocks,6615,Sell
2023-02-10 10:24:51,VIIIX,Stocks,14534,Buy
2023-02-05 04:37:30,VBMPX,Bonds,8566,Sell
2023-02-03 08:33:49,VBMPX,Bonds,1971,Sell
2023-01-28 22:26:40,VTINX,Stocks,1629,Buy
2023-01-18 07:56:54,VTPSX,Bonds,8056,Sell
2023-01-19 18:19:51,VIIIX,Bonds,15861,Buy
2023-01-24 22:02:31,VBMPX,Bonds,500,Sell
2023-01-09 02:03:29,VTINX,Bonds,9724,Buy
2023-01-30 12:59:33,VBMPX,Bonds,500,Sell
2023-01-03 09:30:00,VTINX,Stocks,500,Buy
2023-01-18 05:32:56,VTINX,Bonds,16703,Buy
2023-01-25 23:32:19,VTPSX,Stocks,5580,Sell
2023-01-21 07:34:54,VIIIX,Bonds,23124,Buy
2023-01-24 21:30:36,VTPSX,Bonds,1562,Sell
2023-01-15 07:52:16,VTPSX,Bonds,9235,Buy
2023-02-20 02:44:14,VTPSX,Bonds,1208,Buy
2023-02-04 16:32:10,VTINX,Stocks,5419,Sell
2023-02-04 22:29:27,VBMPX,Stocks,3144,Sell
2023-02-03 12:49:55,VTPSX,Bonds,7973,Sell
2023-02-10 11:37:03,VBMPX,Bonds,500,Sell
2023-02-13 12:24:23,VBMPX,Bonds,4818,Sell
2023-01-07 13:28:03,VTINX,Bonds,12839,Buy
2023-02-09 03:09:02,VTINX,Stocks,13931,Buy
2023-01-29 03:05:08,VBMPX,Bonds,2043,Sell
2023-01-21 08:15:33,VTPSX,Bonds,10880,Sell
2023-01-24 18:08:51,VBMPX,Bonds,500,Sell
2023-01-31 04:22:52,VTINX,Stocks,4076,Sell
2023-01-28 15:14:28,VTINX,Stocks,5863,Buy
2023-01-23 00:45:30,VBMPX,Bonds,500,Sell
2023-01-23 01:55:16,VTPSX,Bonds,9574,Sell
2023-02-20 12:10:00,VBMPX,Bonds,500,Sell
2023-01-22 14:55:51,VBMPX,Bonds,1142,Buy
2023-02-12 03:09:36,VTINX,Bonds,4774,Buy
2023-01-15 23:34:30,VTINX,Stocks,9936,Buy
2023-01-17 15:07:17,VTINX,Stocks,15608,Buy
2023-02-19 08:45:45,VTPSX,Bonds,500,Sell
2023-02-02 13:07:55,VBMPX,Bonds,500,Sell
2023-02-13 23:30:08,VTPSX,Bonds,500,Sell
2023-01-08 12:45:53,VTPSX,Bonds,2122,Sell
2023-02-01 13:20:27,VTINX,Stocks,22239,Buy
2023-01-21 20:48:31,VTPSX,Stocks,7660,Buy
2023-01-10 18:04:29,VTINX,Stocks,2528,Buy
2023-01-22 19:28:44,VTINX,Bonds,5921,Buy
2023-02-04 18:06:46,VTPSX,Stocks,2668,Sell
2023-02-03 13:04:10,VTPSX,Bonds,5909,Buy
2023-01-21 04:25:25,VTINX,Bonds,3322,Buy
2023-01-28 23:33:40,VIIIX,Bonds,15470,Buy
2023-01-20 03:59:40,VBMPX,Bonds,1717,Sell
2023-01-10 03:26:13,VIIIX,Stocks,15736,Sell
2023-02-01 13:56:24,VBMPX,Bonds,500,Sell
2023-01-17 06:54:37,VBMPX,Bonds,8758,Sell
2023-02-02 15:21:51,VTPSX,Bonds,500,Buy
2023-01-03 09:30:00,VTPSX,Stocks,3722,Sell
2023-02-07 16:03:48,VTPSX,Bonds,13212,Buy
2023-01-30 07:51:45,VTINX,Stocks,14659,Buy
2023-01-09 18:52:26,VTPSX,Stocks,11131,Sell
2023-01-22 04:11:15,VIIIX,Stocks,30000,Buy
2023-01-19 14:52:34,VTPSX,Bonds,500,Buy
2023-01-25 01:24:45,VTINX,Stocks,8728,Buy
2023-01-21 20:13:36,VTINX,Bonds,5825,Buy
2023-01-15 00:25:48,VBMPX,Bonds,500,Sell
2023-02-11 07:17:04,VBMPX,Bonds,500,Sell
2023-02-07 20:55:28,VTPSX,Bonds,2470,Sell
2023-01-28 02:47:38,VTPSX,Stocks,500,Sell
2023-01-14 11:07:20,VBMPX,Bonds,500,Sell
2023-01-23 11:01:09,VTPSX,Bonds,7230,Sell
2023-02-06 10:36:26,VTPSX,Bonds,500,Buy
2023-01-29 20:39:02,VTPSX,Bonds,500,Sell
2023-01-30 09:34:19,VTINX,Bonds,500,Buy
2023-01-19 17:46:53,VTINX,Stocks,7938,Buy
2023-02-13 04:07:48,VTINX,Stocks,13508,Sell
2023-01-03 09:30:00,VTPSX,Bonds,3998,Buy
2023-01-06 14:07:52,VIIIX,Stocks,16836,Buy
2023-01-30 18:21:28,VTINX,Stocks,23845,Buy
2023-01-22 10:01:59,VIIIX,Stocks,24215,Sell
2023-01-27 19:52:04,VBMPX,Bonds,500,Sell
